📂 Upload Video,🎙 Select Whisper Model,🌍 Target Language,🎬 Translated Video,📌 Status Message,⬇️ Download Translated Video,flag,username,timestamp
flagged/ Upload Video/6ffd258d3259564f7739/small_talk.mp4,base,French (fr),"{""video"": ""flagged/ Translated Video/ebcd3535e6ca7ce67c43/small_talk_final_translated_video.mp4"", ""subtitles"": null}",✅ Translation successful! Download your video below.,flagged/ Download Translated Video/25027ae550078d771887/small_talk_final_translated_video.mp4,,,2025-03-28 10:23:39.695655
